
 ---------------------------------- 
< Line , obs , pre1 , pre2 >
< 2282    , pos , neutre  , pos  >
< 2283    , pos , pos  , pos  >
< 2284    , pos , neutre  , neg  >
< 2285    , pos , pos  , pos  >
< 2286    , pos , neutre  , pos  >
< 2287    , neg , neg  , pos  >
< 2288    , pos , pos  , pos  >
< 2289    , pos , neutre  , pos  >
< 2290    , pos , neutre  , pos  >
< 2291    , pos , pos  , pos  >
< 2292    , pos , pos  , pos  >
< 2293    , pos , neutre  , pos  >
< 2294    , pos , neutre  , pos  >
< 2295    , pos , neutre  , pos  >
< 2296    , neutre , neutre  , pos  >
< 2297    , pos , pos  , pos  >
< 2298    , pos , neutre  , pos  >
< 2299    , neutre , neg  , pos  >
< 2300    , pos , neg  , pos  >
< 2301    , neg , neutre  , pos  >
< 2302    , pos , neutre  , pos  >
< 2303    , pos , neutre  , pos  >
< 2304    , neutre , neutre  , pos  >
< 2305    , pos , pos  , pos  >
< 2306    , pos , pos  , pos  >
< 2307    , pos , neg  , pos  >
< 2308    , pos , neutre  , pos  >
< 2309    , pos , pos  , pos  >
< 2310    , pos , neutre  , pos  >
< 2311    , pos , neutre  , pos  >
< 2312    , pos , neutre  , pos  >
< 2313    , pos , neutre  , pos  >
< 2314    , pos , neutre  , pos  >
< 2315    , neg , neutre  , pos  >
< 2316    , pos , neutre  , pos  >
< 2317    , pos , neg  , pos  >
< 2318    , pos , neg  , pos  >
< 2319    , neutre , neg  , pos  >
< 2320    , neg , neutre  , pos  >
< 2321    , pos , pos  , pos  >
< 2322    , neutre , pos  , neg  >
< 2323    , pos , neutre  , pos  >
< 2324    , pos , neutre  , pos  >
< 2325    , neg , neg  , pos  >
< 2326    , pos , pos  , pos  >
< 2327    , pos , neg  , pos  >
< 2328    , neg , neg  , pos  >
< 2329    , pos , pos  , pos  >
< 2330    , pos , neutre  , pos  >
< 2331    , pos , neutre  , pos  >
< 2332    , neutre , neutre  , neg  >
< 2333    , pos , neutre  , pos  >
< 2334    , neg , neutre  , pos  >
< 2335    , pos , neutre  , pos  >
< 2336    , pos , neutre  , pos  >
< 2337    , neg , neg  , pos  >
< 2338    , pos , pos  , pos  >
< 2339    , pos , neg  , pos  >
< 2340    , pos , pos  , pos  >
< 2341    , pos , neg  , pos  >
< 2342    , neg , neutre  , pos  >
< 2343    , neutre , neg  , pos  >
< 2344    , neutre , pos  , pos  >
< 2345    , pos , neutre  , pos  >
< 2346    , pos , neutre  , pos  >
< 2347    , pos , neg  , pos  >
< 2348    , neutre , neutre  , pos  >
< 2349    , neutre , neutre  , pos  >
< 2350    , pos , neutre  , neutre  >
< 2351    , neutre , neutre  , pos  >
< 2352    , pos , neutre  , pos  >
< 2353    , pos , neutre  , pos  >
< 2354    , pos , neutre  , pos  >
< 2355    , neutre , neg  , pos  >
< 2356    , pos , neutre  , pos  >
< 2357    , pos , neutre  , pos  >
< 2358    , pos , neutre  , pos  >
< 2359    , pos , neutre  , pos  >
< 2360    , pos , neutre  , pos  >
< 2361    , pos , neutre  , pos  >
< 2362    , neutre , neutre  , pos  >
< 2363    , neutre , neutre  , pos  >
< 2364    , neutre , neutre  , neg  >
< 2365    , pos , neutre  , pos  >
< 2366    , pos , neutre  , pos  >
< 2367    , pos , neutre  , pos  >
< 2368    , pos , neutre  , pos  >
< 2369    , pos , neutre  , pos  >
< 2370    , pos , neutre  , pos  >
< 2371    , pos , pos  , pos  >
< 2372    , neutre , neutre  , neg  >
< 2373    , pos , pos  , pos  >
< 2374    , neutre , neutre  , pos  >
< 2375    , pos , neutre  , pos  >
< 2376    , pos , neutre  , pos  >
< 2377    , neutre , neutre  , pos  >
< 2378    , neutre , pos  , pos  >
< 2379    , pos , pos  , pos  >
< 2380    , pos , neutre  , pos  >
< 2381    , pos , pos  , pos  >
< 2382    , pos , pos  , pos  >
< 2383    , pos , pos  , pos  >
< 2384    , pos , neutre  , pos  >
< 2385    , pos , pos  , pos  >
< 2386    , pos , pos  , pos  >
< 2387    , pos , pos  , pos  >
< 2388    , pos , neutre  , pos  >
< 2389    , neg , neg  , pos  >
< 2390    , pos , pos  , pos  >
< 2391    , neg , neutre  , pos  >
< 2392    , neg , neutre  , pos  >
< 2393    , pos , neutre  , pos  >
< 2394    , pos , neutre  , pos  >
< 2395    , pos , neutre  , pos  >
< 2396    , neutre , neutre  , pos  >
< 2397    , pos , neutre  , neg  >
< 2398    , pos , pos  , pos  >
< 2399    , neg , neutre  , pos  >
< 2400    , pos , pos  , pos  >
< 2401    , neutre , neutre  , pos  >
< 2402    , pos , neutre  , pos  >
< 2403    , pos , pos  , pos  >
< 2404    , pos , pos  , pos  >
< 2405    , neg , neg  , pos  >
< 2406    , pos , neutre  , pos  >
< 2407    , pos , pos  , pos  >
< 2408    , pos , neg  , pos  >
< 2409    , neg , neg  , pos  >
< 2410    , neutre , pos  , pos  >
< 2411    , neg , neutre  , pos  >
< 2412    , pos , pos  , pos  >
< 2413    , pos , neutre  , pos  >
< 2414    , pos , pos  , pos  >
< 2415    , pos , pos  , pos  >
< 2416    , pos , neutre  , pos  >
< 2417    , neutre , neg  , pos  >
< 2418    , neg , neutre  , pos  >
< 2419    , neutre , neutre  , pos  >
< 2420    , pos , neutre  , pos  >
< 2421    , pos , pos  , pos  >
< 2422    , neg , neg  , pos  >
< 2423    , neutre , neutre  , pos  >
< 2424    , neg , neg  , pos  >
< 2425    , neg , neg  , pos  >
< 2426    , pos , pos  , pos  >
< 2427    , pos , pos  , pos  >
< 2428    , neg , neutre  , pos  >
< 2429    , pos , neutre  , pos  >
< 2430    , neg , neutre  , pos  >
< 2431    , pos , pos  , pos  >
< 2432    , pos , neutre  , pos  >
< 2433    , pos , pos  , pos  >
< 2434    , neg , neg  , pos  >
< 2435    , pos , neutre  , pos  >
< 2436    , pos , neutre  , pos  >
< 2437    , neutre , neutre  , pos  >
< 2438    , pos , neutre  , neg  >
< 2439    , neutre , neutre  , pos  >
< 2440    , neutre , neutre  , pos  >
< 2441    , pos , pos  , pos  >
< 2442    , pos , neutre  , neutre  >
< 2443    , pos , pos  , pos  >
< 2444    , neutre , neg  , pos  >
< 2445    , pos , neutre  , pos  >
< 2446    , pos , neutre  , pos  >
< 2447    , pos , neutre  , pos  >
< 2448    , pos , pos  , pos  >
< 2449    , pos , neutre  , pos  >
< 2450    , pos , neutre  , neutre  >
< 2451    , neg , neg  , pos  >
< 2452    , pos , neutre  , pos  >
< 2453    , pos , neutre  , pos  >
< 2454    , pos , neutre  , pos  >
< 2455    , neutre , neutre  , pos  >
< 2456    , pos , neutre  , pos  >
< 2457    , pos , neutre  , pos  >
< 2458    , pos , neutre  , pos  >
< 2459    , pos , pos  , pos  >
< 2460    , pos , neutre  , pos  >
< 2461    , pos , neutre  , pos  >
< 2462    , pos , neutre  , neg  >
< 2463    , pos , neutre  , pos  >
< 2464    , neutre , neutre  , pos  >
< 2465    , pos , neutre  , pos  >
< 2466    , pos , neutre  , pos  >
< 2467    , pos , pos  , pos  >
< 2468    , pos , neutre  , pos  >
< 2469    , neutre , neutre  , neg  >
< 2470    , pos , neutre  , pos  >
< 2471    , pos , neutre  , neg  >
< 2472    , pos , neg  , pos  >
< 2473    , neutre , neutre  , pos  >
< 2474    , pos , neutre  , pos  >
< 2475    , pos , neutre  , neutre  >
< 2476    , pos , neutre  , pos  >
< 2477    , neutre , neg  , pos  >
< 2478    , pos , pos  , pos  >
< 2479    , pos , pos  , pos  >
< 2480    , pos , neutre  , pos  >
< 2481    , neutre , neutre  , pos  >
< 2482    , pos , neutre  , pos  >
< 2483    , neg , neutre  , pos  >
< 2484    , neg , neg  , pos  >
< 2485    , pos , pos  , pos  >
< 2486    , pos , neutre  , pos  >
< 2487    , pos , pos  , pos  >
< 2488    , pos , neg  , pos  >
< 2489    , neg , neg  , pos  >
< 2490    , pos , neutre  , pos  >
< 2491    , pos , pos  , pos  >
< 2492    , pos , neg  , pos  >
< 2493    , pos , pos  , pos  >
< 2494    , pos , neutre  , pos  >
< 2495    , pos , neg  , pos  >
< 2496    , pos , neutre  , pos  >
< 2497    , pos , pos  , pos  >
< 2498    , pos , neg  , pos  >
< 2499    , pos , pos  , pos  >
< 2500    , neutre , neutre  , pos  >
< 2501    , pos , neutre  , pos  >
< 2502    , pos , neutre  , pos  >
< 2503    , neutre , neutre  , pos  >
< 2504    , neutre , neg  , pos  >
< 2505    , pos , neutre  , pos  >
< 2506    , pos , pos  , pos  >
< 2507    , neutre , neg  , pos  >
< 2508    , pos , neutre  , pos  >
< 2509    , pos , neutre  , pos  >
< 2510    , pos , pos  , pos  >
< 2511    , pos , neutre  , pos  >
< 2512    , pos , neutre  , neg  >
< 2513    , pos , neutre  , pos  >
< 2514    , pos , pos  , pos  >
< 2515    , pos , pos  , pos  >
< 2516    , pos , neutre  , pos  >
< 2517    , pos , pos  , pos  >
< 2518    , neutre , neutre  , pos  >
< 2519    , pos , neutre  , pos  >
< 2520    , pos , neutre  , pos  >
< 2521    , pos , pos  , pos  >
< 2522    , neg , neutre  , pos  >
< 2523    , pos , neutre  , pos  >
< 2524    , pos , neutre  , pos  >
< 2525    , pos , pos  , pos  >
< 2526    , pos , pos  , pos  >
< 2527    , pos , neutre  , pos  >
< 2528    , pos , neg  , pos  >
< 2529    , pos , pos  , pos  >
< 2530    , pos , neutre  , pos  >
< 2531    , pos , neutre  , pos  >
< 2532    , pos , pos  , pos  >
< 2533    , pos , neutre  , pos  >
< 2534    , pos , neutre  , pos  >
< 2535    , pos , pos  , pos  >
< 2536    , pos , neutre  , pos  >
< 2537    , neutre , neutre  , pos  >
< 2538    , pos , pos  , pos  >
< 2539    , pos , pos  , neg  >
< 2540    , pos , pos  , pos  >
< 2541    , pos , neutre  , pos  >
< 2542    , pos , neutre  , pos  >
< 2543    , pos , pos  , pos  >
< 2544    , pos , neutre  , pos  >
< 2545    , pos , neutre  , pos  >
< 2546    , neg , neutre  , pos  >
< 2547    , pos , pos  , pos  >
< 2548    , pos , pos  , pos  >
< 2549    , pos , pos  , pos  >
< 2550    , neutre , neutre  , pos  >
< 2551    , pos , neg  , pos  >
< 2552    , pos , pos  , pos  >
< 2553    , pos , pos  , pos  >
< 2554    , pos , neutre  , pos  >
< 2555    , neg , neutre  , pos  >
< 2556    , pos , pos  , pos  >
< 2557    , neg , neutre  , pos  >
< 2558    , pos , neutre  , pos  >
< 2559    , neg , neutre  , pos  >
< 2560    , pos , neutre  , pos  >
< 2561    , pos , neutre  , pos  >
< 2562    , pos , pos  , pos  >
< 2563    , pos , neutre  , pos  >
< 2564    , pos , neutre  , pos  >
< 2565    , pos , pos  , pos  >
< 2566    , neutre , neg  , neg  >
< 2567    , pos , neutre  , pos  >
< 2568    , pos , neutre  , pos  >
< 2569    , pos , pos  , pos  >
< 2570    , pos , neutre  , neg  >
< 2571    , pos , neutre  , pos  >
< 2572    , neutre , neutre  , pos  >
< 2573    , pos , neutre  , pos  >
< 2574    , pos , pos  , pos  >
< 2575    , pos , pos  , pos  >
< 2576    , neutre , neutre  , pos  >
< 2577    , neutre , neg  , pos  >
< 2578    , neg , neg  , pos  >
< 2579    , pos , pos  , pos  >
< 2580    , neutre , neutre  , pos  >
< 2581    , neutre , neutre  , pos  >
< 2582    , neg , neutre  , pos  >
< 2583    , neutre , neutre  , pos  >
< 2584    , pos , neutre  , pos  >
< 2585    , neg , neg  , pos  >
< 2586    , pos , neutre  , pos  >
< 2587    , neg , neutre  , pos  >
< 2588    , neg , pos  , pos  >
< 2589    , neg , neg  , pos  >
< 2590    , pos , pos  , pos  >
< 2591    , pos , neutre  , pos  >
< 2592    , neutre , neutre  , pos  >
< 2593    , pos , neutre  , pos  >
< 2594    , pos , pos  , pos  >
< 2595    , pos , neutre  , pos  >
< 2596    , pos , neg  , pos  >
< 2597    , pos , neg  , pos  >
< 2598    , pos , pos  , pos  >
< 2599    , pos , neutre  , neg  >
< 2600    , pos , neutre  , pos  >
< 2601    , pos , neutre  , pos  >
< 2602    , pos , neutre  , pos  >
< 2603    , pos , pos  , pos  >
< 2604    , pos , neg  , pos  >
< 2605    , pos , pos  , pos  >
< 2606    , pos , neutre  , pos  >
< 2607    , neutre , neutre  , pos  >
< 2608    , neg , neg  , pos  >
< 2609    , pos , neutre  , pos  >
< 2610    , pos , neutre  , pos  >
< 2611    , pos , neutre  , neg  >
< 2612    , pos , pos  , pos  >
< 2613    , neutre , neg  , pos  >
< 2614    , pos , neutre  , neg  >
< 2615    , neg , neutre  , pos  >
< 2616    , neutre , neg  , pos  >
< 2617    , pos , neutre  , pos  >
< 2618    , pos , neutre  , pos  >
< 2619    , pos , neutre  , pos  >
< 2620    , neutre , neutre  , pos  >
< 2621    , pos , neutre  , pos  >
< 2622    , pos , neutre  , pos  >
< 2623    , pos , neutre  , neg  >
< 2624    , pos , neutre  , pos  >
< 2625    , neutre , neutre  , pos  >
< 2626    , pos , neutre  , pos  >
< 2627    , pos , neutre  , pos  >
< 2628    , pos , neutre  , pos  >
< 2629    , pos , neutre  , pos  >
< 2630    , neg , neutre  , pos  >
< 2631    , pos , neutre  , pos  >
< 2632    , neutre , neutre  , pos  >
< 2633    , pos , pos  , pos  >
< 2634    , pos , pos  , pos  >
< 2635    , pos , neutre  , pos  >
< 2636    , pos , neutre  , pos  >
< 2637    , neg , neutre  , pos  >
< 2638    , pos , pos  , pos  >
< 2639    , pos , pos  , pos  >
< 2640    , neg , neutre  , pos  >
< 2641    , pos , neutre  , pos  >
< 2642    , pos , neutre  , pos  >
< 2643    , neg , neg  , pos  >
< 2644    , pos , pos  , pos  >
< 2645    , pos , pos  , pos  >
< 2646    , pos , neutre  , pos  >
< 2647    , pos , neutre  , pos  >
< 2648    , pos , neg  , pos  >
< 2649    , pos , neutre  , pos  >
< 2650    , pos , pos  , pos  >
< 2651    , neg , neutre  , pos  >
< 2652    , pos , neutre  , pos  >
< 2653    , neutre , neutre  , pos  >
< 2654    , neutre , neutre  , pos  >
< 2655    , pos , pos  , pos  >
< 2656    , pos , neutre  , pos  >
< 2657    , pos , neutre  , pos  >
< 2658    , pos , pos  , pos  >
< 2659    , pos , neutre  , pos  >
< 2660    , pos , neutre  , pos  >
< 2661    , neutre , neutre  , pos  >
< 2662    , pos , neutre  , pos  >
< 2663    , pos , neutre  , pos  >
< 2664    , pos , neutre  , pos  >
< 2665    , pos , pos  , pos  >
< 2666    , pos , neutre  , pos  >
< 2667    , pos , neg  , pos  >
< 2668    , pos , neg  , pos  >
< 2669    , neg , neg  , pos  >
< 2670    , neg , neg  , pos  >
< 2671    , pos , neutre  , pos  >
< 2672    , neg , neutre  , pos  >
< 2673    , pos , neutre  , pos  >
< 2674    , pos , neutre  , pos  >
< 2675    , pos , pos  , pos  >
< 2676    , neutre , pos  , pos  >
< 2677    , pos , neutre  , pos  >
< 2678    , neutre , neutre  , pos  >
< 2679    , pos , neutre  , pos  >
< 2680    , pos , neutre  , pos  >
< 2681    , pos , pos  , pos  >
< 2682    , neg , neutre  , pos  >
< 2683    , pos , neg  , pos  >
< 2684    , pos , neutre  , pos  >
< 2685    , pos , neutre  , pos  >
< 2686    , pos , neutre  , pos  >
< 2687    , neutre , pos  , pos  >
< 2688    , pos , pos  , pos  >
< 2689    , pos , neutre  , pos  >
< 2690    , neutre , neutre  , pos  >
< 2691    , pos , neg  , pos  >
< 2692    , pos , neutre  , pos  >
< 2693    , pos , neutre  , pos  >
< 2694    , pos , neg  , pos  >
< 2695    , neg , neg  , pos  >
< 2696    , pos , neutre  , pos  >
< 2697    , pos , neutre  , pos  >
< 2698    , pos , neutre  , pos  >
< 2699    , neutre , neutre  , neg  >
< 2700    , pos , neutre  , pos  >
< 2701    , pos , neutre  , pos  >
< 2702    , pos , pos  , pos  >
< 2703    , pos , pos  , pos  >
< 2704    , pos , pos  , pos  >
< 2705    , pos , neutre  , pos  >
< 2706    , neg , neutre  , pos  >
< 2707    , pos , neutre  , pos  >
< 2708    , neg , neutre  , pos  >
< 2709    , neg , neutre  , pos  >
< 2710    , pos , neutre  , pos  >
< 2711    , pos , pos  , pos  >
< 2712    , pos , pos  , pos  >
< 2713    , pos , neutre  , pos  >
< 2714    , pos , neutre  , neg  >
< 2715    , pos , neutre  , pos  >
< 2716    , pos , neutre  , pos  >
< 2717    , pos , neutre  , pos  >
< 2718    , pos , pos  , pos  >
< 2719    , pos , pos  , pos  >
< 2720    , pos , neg  , pos  >
< 2721    , pos , neutre  , pos  >
< 2722    , pos , neutre  , pos  >
< 2723    , neg , neg  , pos  >
< 2724    , pos , neutre  , pos  >
< 2725    , pos , neutre  , pos  >
< 2726    , neutre , neg  , pos  >
< 2727    , pos , neutre  , pos  >
< 2728    , pos , neutre  , pos  >
< 2729    , pos , neg  , pos  >
< 2730    , pos , pos  , pos  >
< 2731    , pos , neg  , pos  >
< 2732    , neg , neg  , pos  >
< 2733    , pos , neutre  , pos  >
< 2734    , pos , neutre  , pos  >
< 2735    , pos , neutre  , pos  >
< 2736    , pos , neg  , pos  >
< 2737    , neutre , neutre  , pos  >
< 2738    , pos , neutre  , pos  >
< 2739    , pos , pos  , pos  >
< 2740    , pos , neutre  , pos  >
< 2741    , pos , neutre  , pos  >
< 2742    , pos , neutre  , pos  >
< 2743    , pos , neutre  , pos  >
< 2744    , neutre , neutre  , pos  >
< 2745    , neutre , neutre  , pos  >
< 2746    , pos , pos  , pos  >
< 2747    , neutre , neg  , neg  >
< 2748    , pos , neutre  , pos  >
< 2749    , pos , neutre  , pos  >
< 2750    , pos , pos  , pos  >
< 2751    , pos , neutre  , pos  >
< 2752    , neg , neg  , pos  >
< 2753    , neutre , neg  , pos  >
< 2754    , pos , pos  , pos  >
< 2755    , neutre , neutre  , pos  >
< 2756    , neutre , neg  , pos  >
< 2757    , pos , neutre  , pos  >
< 2758    , neg , neutre  , pos  >
< 2759    , pos , pos  , pos  >
< 2760    , neutre , neg  , pos  >
< 2761    , neutre , neutre  , pos  >
< 2762    , pos , pos  , pos  >
< 2763    , pos , pos  , pos  >
< 2764    , neutre , neutre  , neutre  >
< 2765    , pos , neutre  , pos  >
< 2766    , pos , pos  , pos  >
< 2767    , neg , neutre  , pos  >
< 2768    , neutre , neutre  , pos  >
< 2769    , neg , neg  , pos  >
< 2770    , neg , neutre  , pos  >
< 2771    , pos , pos  , pos  >
< 2772    , pos , neutre  , pos  >
< 2773    , pos , neutre  , pos  >
< 2774    , pos , neutre  , pos  >
< 2775    , pos , neutre  , pos  >
< 2776    , pos , neutre  , pos  >
< 2777    , pos , neutre  , pos  >
< 2778    , pos , neutre  , pos  >
< 2779    , pos , neutre  , pos  >
< 2780    , neutre , neutre  , neutre  >
< 2781    , pos , neutre  , pos  >
< 2782    , neutre , neutre  , pos  >
< 2783    , pos , neutre  , pos  >
< 2784    , neg , neg  , pos  >
< 2785    , neutre , neutre  , pos  >
< 2786    , neg , neg  , pos  >
< 2787    , pos , neutre  , pos  >
< 2788    , pos , pos  , pos  >
< 2789    , pos , neutre  , pos  >
< 2790    , neg , neutre  , pos  >
< 2791    , pos , neutre  , pos  >
< 2792    , pos , pos  , pos  >
< 2793    , neutre , neg  , pos  >
< 2794    , pos , neutre  , pos  >
< 2795    , pos , neutre  , pos  >
< 2796    , pos , neg  , pos  >
< 2797    , pos , pos  , pos  >
< 2798    , neg , neutre  , pos  >
< 2799    , pos , pos  , pos  >
< 2800    , neg , neg  , pos  >
< 2801    , neg , neg  , pos  >
< 2802    , pos , neutre  , pos  >
< 2803    , pos , neg  , pos  >
< 2804    , pos , pos  , pos  >
< 2805    , neutre , neutre  , pos  >
< 2806    , pos , pos  , pos  >
< 2807    , pos , pos  , pos  >
< 2808    , pos , neg  , pos  >
< 2809    , neg , neg  , pos  >
< 2810    , neg , neutre  , pos  >
< 2811    , pos , pos  , pos  >
< 2812    , pos , neutre  , pos  >
< 2813    , neg , pos  , pos  >
< 2814    , pos , neutre  , pos  >
< 2815    , pos , pos  , pos  >
< 2816    , neg , neutre  , pos  >
< 2817    , pos , neutre  , pos  >
< 2818    , pos , neutre  , pos  >
< 2819    , pos , neutre  , pos  >
< 2820    , pos , neutre  , pos  >
< 2821    , pos , neutre  , pos  >
< 2822    , pos , pos  , pos  >
< 2823    , neg , neutre  , pos  >
< 2824    , pos , neutre  , pos  >
< 2825    , pos , neutre  , pos  >
< 2826    , neg , neutre  , pos  >
< 2827    , pos , neg  , pos  >
< 2828    , pos , pos  , pos  >
< 2829    , neg , neutre  , pos  >
< 2830    , pos , neutre  , neg  >
< 2831    , pos , pos  , pos  >
< 2832    , pos , pos  , pos  >
< 2833    , pos , neutre  , pos  >
< 2834    , pos , neutre  , pos  >
< 2835    , pos , neutre  , pos  >
< 2836    , pos , neutre  , pos  >
< 2837    , pos , pos  , pos  >
< 2838    , pos , neutre  , pos  >
< 2839    , neutre , neg  , pos  >
< 2840    , pos , neutre  , pos  >
< 2841    , pos , neutre  , pos  >
< 2842    , pos , neutre  , pos  >
< 2843    , pos , neutre  , neg  >
< 2844    , neutre , neutre  , pos  >
< 2845    , neg , neutre  , pos  >
< 2846    , pos , neutre  , pos  >
< 2847    , neutre , neutre  , neg  >
< 2848    , pos , pos  , pos  >
< 2849    , pos , neutre  , pos  >
< 2850    , neutre , neutre  , pos  >
< 2851    , neg , pos  , pos  >
< 2852    , pos , neutre  , pos  >
< 2853    , pos , pos  , pos  >
< 2854    , pos , neg  , pos  >
< 2855    , pos , neutre  , pos  >
< 2856    , pos , neutre  , pos  >
< 2857    , pos , neutre  , neg  >
< 2858    , pos , neutre  , pos  >
< 2859    , pos , pos  , pos  >
< 2860    , pos , neutre  , pos  >
< 2861    , pos , pos  , pos  >
< 2862    , pos , pos  , pos  >
< 2863    , pos , pos  , pos  >
< 2864    , pos , neutre  , pos  >
< 2865    , pos , neutre  , pos  >
< 2866    , neg , neutre  , pos  >
< 2867    , pos , neutre  , pos  >
< 2868    , pos , pos  , pos  >
< 2869    , pos , pos  , pos  >
< 2870    , pos , neutre  , pos  >
< 2871    , pos , pos  , pos  >
< 2872    , pos , neutre  , pos  >
< 2873    , neutre , neg  , pos  >
< 2874    , pos , neutre  , pos  >
< 2875    , pos , neutre  , pos  >
< 2876    , pos , neutre  , pos  >
< 2877    , pos , neutre  , pos  >
< 2878    , pos , neutre  , pos  >
< 2879    , pos , neutre  , pos  >
< 2880    , pos , pos  , pos  >
< 2881    , pos , pos  , pos  >
< 2882    , pos , pos  , pos  >
< 2883    , pos , pos  , pos  >
< 2884    , pos , neutre  , pos  >
< 2885    , pos , neutre  , pos  >
< 2886    , pos , pos  , pos  >
< 2887    , neg , neutre  , pos  >
< 2888    , pos , neg  , pos  >
< 2889    , pos , pos  , pos  >
< 2890    , pos , neutre  , pos  >
< 2891    , pos , pos  , pos  >
< 2892    , pos , neutre  , pos  >
< 2893    , pos , pos  , pos  >
< 2894    , pos , pos  , pos  >
< 2895    , pos , neutre  , pos  >
< 2896    , pos , neutre  , pos  >
< 2897    , pos , neutre  , pos  >
< 2898    , pos , neutre  , pos  >
< 2899    , neutre , neutre  , pos  >
< 2900    , pos , pos  , pos  >
< 2901    , pos , pos  , pos  >
< 2902    , pos , neutre  , pos  >
< 2903    , pos , neutre  , pos  >
< 2904    , pos , pos  , pos  >
< 2905    , pos , pos  , pos  >
< 2906    , pos , neutre  , pos  >
< 2907    , pos , neutre  , pos  >
< 2908    , pos , neg  , pos  >
< 2909    , pos , neutre  , pos  >
< 2910    , pos , pos  , pos  >
< 2911    , pos , neutre  , pos  >
< 2912    , pos , neutre  , pos  >
< 2913    , pos , neutre  , pos  >
< 2914    , pos , neutre  , pos  >
< 2915    , pos , pos  , pos  >
< 2916    , pos , pos  , pos  >
< 2917    , pos , pos  , pos  >
< 2918    , pos , neutre  , pos  >
< 2919    , pos , pos  , pos  >
< 2920    , pos , pos  , pos  >
< 2921    , pos , pos  , pos  >
< 2922    , pos , pos  , pos  >
< 2923    , pos , pos  , pos  >
< 2924    , pos , neutre  , pos  >
< 2925    , pos , neg  , pos  >
< 2926    , pos , neutre  , pos  >
< 2927    , pos , neg  , pos  >
< 2928    , pos , neutre  , pos  >
< 2929    , pos , pos  , pos  >
< 2930    , neutre , neutre  , neg  >
< 2931    , pos , neutre  , pos  >
< 2932    , pos , neutre  , pos  >
< 2933    , pos , neutre  , pos  >
< 2934    , neutre , neutre  , pos  >
< 2935    , pos , neutre  , pos  >
< 2936    , neg , neutre  , pos  >
< 2937    , pos , neutre  , pos  >
< 2938    , pos , neutre  , pos  >
< 2939    , pos , pos  , pos  >
< 2940    , neg , neg  , pos  >
< 2941    , pos , neutre  , pos  >
< 2942    , neutre , neutre  , pos  >
< 2943    , neg , neutre  , neg  >
< 2944    , pos , neutre  , pos  >
< 2945    , pos , neg  , pos  >
< 2946    , pos , pos  , pos  >
< 2947    , pos , neutre  , pos  >
< 2948    , pos , neutre  , pos  >
< 2949    , pos , neutre  , neg  >
< 2950    , pos , neutre  , pos  >
< 2951    , pos , pos  , pos  >
< 2952    , pos , neutre  , pos  >
< 2953    , pos , neutre  , pos  >
< 2954    , neutre , neutre  , pos  >
< 2955    , pos , pos  , pos  >
< 2956    , pos , pos  , pos  >
< 2957    , pos , neutre  , pos  >
< 2958    , pos , neg  , pos  >
< 2959    , pos , neutre  , pos  >
< 2960    , neg , neg  , pos  >
< 2961    , pos , neutre  , pos  >
< 2962    , pos , neutre  , pos  >
< 2963    , pos , neutre  , pos  >
< 2964    , pos , pos  , pos  >
< 2965    , neutre , neutre  , pos  >
< 2966    , pos , neutre  , pos  >
< 2967    , neutre , neg  , pos  >
< 2968    , neg , neutre  , pos  >
< 2969    , pos , neutre  , pos  >
< 2970    , pos , neutre  , pos  >
< 2971    , pos , neutre  , pos  >
< 2972    , neutre , neg  , pos  >
< 2973    , neutre , neutre  , pos  >
< 2974    , pos , neutre  , pos  >
< 2975    , neutre , neutre  , pos  >
< 2976    , pos , neutre  , pos  >
< 2977    , pos , neutre  , pos  >
< 2978    , pos , pos  , pos  >
< 2979    , neutre , neutre  , pos  >
< 2980    , pos , neutre  , pos  >
< 2981    , pos , pos  , pos  >
< 2982    , neg , neutre  , pos  >
< 2983    , pos , neutre  , pos  >
< 2984    , pos , neutre  , pos  >
< 2985    , neg , neutre  , pos  >
< 2986    , pos , neutre  , pos  >
< 2987    , pos , neutre  , pos  >
< 2988    , pos , pos  , pos  >
< 2989    , pos , pos  , pos  >
< 2990    , pos , pos  , pos  >
< 2991    , pos , neutre  , pos  >
< 2992    , pos , neutre  , pos  >
< 2993    , pos , pos  , pos  >
< 2994    , pos , neutre  , pos  >
< 2995    , pos , neutre  , pos  >
< 2996    , pos , pos  , pos  >
< 2997    , neg , neg  , pos  >
< 2998    , neg , neutre  , pos  >
< 2999    , pos , pos  , pos  >
< 3000    , pos , neutre  , pos  >

---------------------------------- 
